Date,Open,High,Low,Close
2023-07-14 18:44:00,30065.8,30140.0,30065.0,30140.0
2023-07-14 18:45:00,30140.0,30143.7,30050.0,30050.0
2023-07-14 18:46:00,30050.0,30120.0,30027.6,30114.2
2023-07-14 18:47:00,30114.2,30180.1,30078.5,30175.1
2023-07-14 18:48:00,30175.1,30184.3,30147.0,30184.2
2023-07-14 18:49:00,30184.2,30234.6,30157.1,30234.6
2023-07-14 18:50:00,30234.6,30242.0,30200.0,30200.0
2023-07-14 18:51:00,30200.0,30201.3,30154.7,30163.6
2023-07-14 18:52:00,30163.6,30177.7,30130.1,30149.0
2023-07-14 18:53:00,30149.0,30178.1,30124.4,30146.9
2023-07-14 18:54:00,30146.9,30187.5,30143.7,30168.8
2023-07-14 18:55:00,30168.8,30168.9,30102.7,30117.4
2023-07-14 18:56:00,30117.4,30131.7,30075.4,30129.0
2023-07-14 18:57:00,30129.0,30152.9,30093.7,30100.8
2023-07-14 18:58:00,30100.8,30101.2,30063.4,30076.1
2023-07-14 18:59:00,30076.1,30102.0,30068.3,30075.8
2023-07-14 19:00:00,30075.8,30075.8,30010.0,30026.9
2023-07-14 19:01:00,30026.9,30124.7,29980.0,30099.1
2023-07-14 19:02:00,30099.1,30099.2,29985.9,29996.0
2023-07-14 19:03:00,29996.0,30024.4,29910.0,29959.6
2023-07-14 19:04:00,29959.6,30000.0,29895.6,29941.6
2023-07-14 19:05:00,29941.6,29955.0,29873.0,29950.0
2023-07-14 19:06:00,29950.0,29998.4,29949.9,29982.6
2023-07-14 19:07:00,29982.6,30079.0,29972.0,30054.3
2023-07-14 19:08:00,30054.3,30095.0,30034.9,30095.0
2023-07-14 19:09:00,30095.0,30141.6,30090.1,30116.9
2023-07-14 19:10:00,30116.9,30127.0,30055.0,30060.1
2023-07-14 19:11:00,30060.1,30130.0,30060.0,30111.7
2023-07-14 19:12:00,30111.7,30139.5,30100.5,30128.0
2023-07-14 19:13:00,30128.0,30199.2,30124.4,30190.2
2023-07-14 19:14:00,30190.2,30219.9,30182.4,30219.9
2023-07-14 19:15:00,30219.9,30222.6,30168.2,30202.9
2023-07-14 19:16:00,30202.9,30218.0,30199.9,30218.0
2023-07-14 19:17:00,30218.0,30218.0,30167.7,30192.6
2023-07-14 19:18:00,30192.6,30220.9,30177.8,30213.1
2023-07-14 19:19:00,30213.1,30213.1,30187.4,30190.1
2023-07-14 19:20:00,30190.1,30194.1,30163.0,30176.4
2023-07-14 19:21:00,30176.4,30184.8,30141.1,30184.8
2023-07-14 19:22:00,30184.8,30186.8,30155.1,30155.1
2023-07-14 19:23:00,30155.1,30199.0,30155.1,30197.3
2023-07-14 19:24:00,30197.3,30197.3,30165.1,30165.2
2023-07-14 19:25:00,30165.2,30172.1,30142.2,30142.2
2023-07-14 19:26:00,30142.2,30163.8,30129.6,30163.8
2023-07-14 19:27:00,30163.8,30170.9,30163.7,30170.8
2023-07-14 19:28:00,30170.8,30170.9,30141.3,30141.5
2023-07-14 19:29:00,30141.5,30147.1,30140.0,30147.1
2023-07-14 19:30:00,30147.1,30163.4,30102.1,30115.6
2023-07-14 19:31:00,30115.6,30126.5,30104.1,30126.5
2023-07-14 19:32:00,30126.5,30130.0,30100.0,30116.8
2023-07-14 19:33:00,30116.8,30127.6,30100.2,30108.0
2023-07-14 19:34:00,30108.0,30138.8,30102.7,30135.7
2023-07-14 19:35:00,30135.7,30135.7,30050.0,30054.8
2023-07-14 19:36:00,30054.8,30100.1,30054.8,30100.1
2023-07-14 19:37:00,30100.1,30124.9,30084.1,30124.8
2023-07-14 19:38:00,30124.8,30135.0,30110.0,30110.0
2023-07-14 19:39:00,30110.0,30130.3,30110.0,30110.7
2023-07-14 19:40:00,30110.7,30110.8,30077.6,30086.0
2023-07-14 19:41:00,30086.0,30086.1,30060.0,30060.0
2023-07-14 19:42:00,30060.0,30111.1,30043.2,30111.0
2023-07-14 19:43:00,30111.0,30111.1,30066.6,30066.6
2023-07-14 19:44:00,30066.6,30082.4,30064.4,30082.4
2023-07-14 19:45:00,30082.4,30090.1,30054.7,30068.6
2023-07-14 19:46:00,30068.6,30089.1,30050.0,30088.0
2023-07-14 19:47:00,30088.0,30088.0,30060.5,30068.9
2023-07-14 19:48:00,30068.9,30080.0,30060.0,30080.0
2023-07-14 19:49:00,30080.0,30080.0,30060.0,30061.4
2023-07-14 19:50:00,30061.4,30063.4,30043.2,30051.7
2023-07-14 19:51:00,30051.7,30064.3,30046.0,30055.0
2023-07-14 19:52:00,30055.0,30103.3,30054.9,30103.3
2023-07-14 19:53:00,30103.3,30114.2,30094.1,30114.1
2023-07-14 19:54:00,30114.1,30114.2,30092.9,30101.2
2023-07-14 19:55:00,30101.2,30101.2,30044.0,30051.0
2023-07-14 19:56:00,30051.0,30065.6,30044.0,30053.1
2023-07-14 19:57:00,30053.1,30065.4,30051.0,30051.0
2023-07-14 19:58:00,30051.0,30088.6,30051.0,30088.5
2023-07-14 19:59:00,30088.5,30107.1,30087.4,30104.1
2023-07-14 20:00:00,30104.1,30120.5,30075.0,30120.5
2023-07-14 20:01:00,30120.5,30130.0,30111.0,30116.1
2023-07-14 20:02:00,30116.1,30116.1,30092.8,30101.6
2023-07-14 20:03:00,30101.6,30101.7,30078.6,30083.2
2023-07-14 20:04:00,30083.2,30083.3,30073.1,30073.1
2023-07-14 20:05:00,30073.1,30086.0,30055.1,30055.1
2023-07-14 20:06:00,30055.1,30068.9,30055.1,30062.5
2023-07-14 20:07:00,30062.5,30064.3,30050.2,30050.3
2023-07-14 20:08:00,30050.3,30079.9,30050.2,30075.3
2023-07-14 20:09:00,30075.3,30075.4,30065.0,30066.7
2023-07-14 20:10:00,30066.7,30066.8,30045.0,30047.2
2023-07-14 20:11:00,30047.2,30083.1,30047.1,30082.0
